cust_id,recommended_movie
1291455,Coach Carter
1291455,Taxi
1291562,Coach Carter
1291562,Secondhand Lions
1291562,Along Came Polly
1291667,Blade: Trinity
1291667,The Matrix: Revolutions
1291667,The Mummy
1291710,Clerks
1291710,"Lock, Stock and Two Smoking Barrels"
1291710,Fear and Loathing in Las Vegas
1291817,Poltergeist
1291817,A Nightmare on Elm Street
1291817,Casino: 10th Anniversary Edition
1292118,A Cinderella Story
1292118,Robin Hood: Prince of Thieves
1292118,Coach Carter
1292165,This Is Spinal Tap
1292165,Bottle Rocket
1292165,The Life Aquatic with Steve Zissou
1292216,A Mighty Wind
1292216,Talk to Her
1292216,Frida
1292617,The Motorcycle Diaries
1292617,Seven Samurai
1292617,Talk to Her
1292631,The Deer Hunter
1292631,Bottle Rocket
1292631,Napoleon Dynamite
1292658,Fear and Loathing in Las Vegas
1292658,Chasing Amy
1292658,Bottle Rocket
1293001,Batman Begins
1293001,Stargate
1293001,Sleepy Hollow
1293027,Brother Bear (Theatrical Widescreen Version)
1293027,50 First Dates
1293027,Freaky Friday
1293173,Flatliners
1293173,The Hand that Rocks the Cradle
1293173,Casino: 10th Anniversary Edition
1293174,Patch Adams
1293174,U.S. Marshals
1293174,First Knight
1293202,Stargate
1293202,Blade: Trinity
1293202,Bad Boys
1293345,Spirited Away
1293345,The Full Monty
1293345,Igby Goes Down
1293451,Casino: 10th Anniversary Edition
1293451,Dirty Rotten Scoundrels
1293451,Bram Stoker's Dracula
1293508,Look Who's Talking Too
1293508,National Lampoon's Van Wilder
1293508,The Rundown
1293514,Casino: 10th Anniversary Edition
1293514,Chasing Amy
1293514,The Life Aquatic with Steve Zissou
1293631,Chasing Amy
1293631,Clerks
1293631,"Lock, Stock and Two Smoking Barrels"
1293788,Superman: The Movie
1293788,Goldfinger
1293788,Die Hard 2: Die Harder
1293835,Taking Lives
1293835,Coach Carter
1293835,Secondhand Lions
1293845,Superman: The Movie
1293845,Beverly Hills Cop
1293845,The Sting
1293893,A Streetcar Named Desire
1293893,Seven Samurai
1293893,Rosemary's Baby
1293903,Taking Lives
1293903,Secondhand Lions
1293903,50 First Dates
1293986,Rosemary's Baby
1293986,Dawn of the Dead
1293986,Spirited Away
1294133,Kill Bill: Vol. 2
1294133,Casino: 10th Anniversary Edition
1294133,Eternal Sunshine of the Spotless Mind
1294335,"Planes, Trains and Automobiles"
1294335,Porky's
1294335,Wayne's World
1294425,Kill Bill: Vol. 2
1294425,Casino: 10th Anniversary Edition
1294425,Eternal Sunshine of the Spotless Mind
1294445,Wonder Boys
1294445,Midnight Cowboy
1294445,Bowling for Columbine
1294471,Goldfinger
1294471,This Is Spinal Tap
1294471,Seven Samurai
1294548,The Maltese Falcon
1294548,North by Northwest
1294548,Network
1294583,A Man Apart
1294583,Hostage
1294583,First Knight
1294652,Casino: 10th Anniversary Edition
1294652,The Deer Hunter
1294652,"The Godfather, Part II"
1294781,The Hand that Rocks the Cradle
1294781,The Recruit
1294781,Man on Fire
1294790,A Cinderella Story
1294790,The Pacifier
1294790,Blade: Trinity
1294842,Heathers
1294842,Dirty Rotten Scoundrels
1294842,North by Northwest
1295097,Coach Carter
1295097,The Hurricane
1295097,Friday Night Lights
1295115,Porky's
1295115,Stargate
1295115,Goldfinger
1295263,The Emperor's New Groove
1295263,The Scorpion King
1295263,Ever After: A Cinderella Story
1295424,Dangerous Minds
1295424,First Knight
1295424,Look Who's Talking Too
1295471,The Hand that Rocks the Cradle
1295471,Don't Say a Word
1295471,The Recruit
1295473,Sex and the City: Season 4
1295473,The Others
1295473,The Rocky Horror Picture Show
1295603,Bowling for Columbine
1295603,Thirteen
1295603,Y Tu Mama Tambien
1295669,Monty Python's The Meaning of Life: Special Edition
1295669,The Motorcycle Diaries
1295669,"Planes, Trains and Automobiles"
1295700,Don't Say a Word
1295700,Taking Lives
1295700,The Family Man
1295898,Sex and the City: Season 4
1295898,Moonstruck
1295898,10 Things I Hate About You
1295902,Footloose: Special Collector's Edition
1295902,Patch Adams
1295902,Something's Gotta Give
1296087,Bottle Rocket
1296087,25th Hour
1296087,Talk to Her
1296127,Sideways
1296127,Spirited Away
1296127,Dawn of the Dead
1296163,X2: X-Men United
1296163,The Matrix: Reloaded
1296163,Sleepy Hollow
1296411,The Hand that Rocks the Cradle
1296411,Casino: 10th Anniversary Edition
1296411,Dirty Rotten Scoundrels
1296498,On Golden Pond
1296498,Sex and the City: Season 4
1296498,Cocoon
1296627,A Streetcar Named Desire
1296627,Singin' in the Rain
1296627,Seven Samurai
1296636,Seven Samurai
1296636,Network
1296636,Goldfinger
1296679,Eternal Sunshine of the Spotless Mind
1296679,Being John Malkovich
1296679,Chasing Amy
1296689,Fear and Loathing in Las Vegas
1296689,Seven Samurai
1296689,28 Days Later
1296959,The Maltese Falcon
1296959,A Streetcar Named Desire
1296959,Singin' in the Rain
1297031,The Emperor's New Groove
1297031,Look Who's Talking
1297031,Forever Young
1297347,A Cinderella Story
1297347,The Pacifier
1297347,Freaky Friday
1297529,Taking Lives
1297529,Coach Carter
1297529,Secondhand Lions
1297706,Aladdin: Platinum Edition
1297706,A Cinderella Story
1297706,Around the World in 80 Days
1297899,A Cinderella Story
1297899,Coach Carter
1297899,Taxi
1298008,Four Weddings and a Funeral
1298008,Moonstruck
1298008,Sleepless in Seattle
1298036,Aladdin: Platinum Edition
1298036,Look Who's Talking Too
1298036,50 First Dates
1298126,Uptown Girls
1298126,Around the World in 80 Days
1298126,Ever After: A Cinderella Story
1298147,Don't Say a Word
1298147,Identity
1298147,Beverly Hills Cop
1298173,The Life Aquatic with Steve Zissou
1298173,Boyz N the Hood
1298173,Midnight Cowboy
1298187,The Emperor's New Groove
1298187,Aladdin: Platinum Edition
1298187,Look Who's Talking
1298190,Pay It Forward
1298190,The Wedding Planner
1298190,Sister Act 2: Back in the Habit
1298304,Network
1298304,This Is Spinal Tap
1298304,The Deer Hunter
1298511,25th Hour
1298511,Monty Python's The Meaning of Life: Special Edition
1298511,House of Sand and Fog
1298629,A Cinderella Story
1298629,Uptown Girls
1298629,Taxi
1299035,"Lock, Stock and Two Smoking Barrels"
1299035,Fear and Loathing in Las Vegas
1299035,Bottle Rocket
1299338,Reservoir Dogs
1299338,Eternal Sunshine of the Spotless Mind
1299338,Garden State
1299355,Daredevil
1299355,Blade: Trinity
1299355,The Rundown
1299368,Look Who's Talking Too
1299368,Around the World in 80 Days
1299368,Look Who's Talking
1299497,Flatliners
1299497,Casino: 10th Anniversary Edition
1299497,Identity
1299727,Training Day
1299727,U.S. Marshals
1299727,Hostage
1299817,Taking Lives
1299817,Brother Bear (Theatrical Widescreen Version)
1299817,A Cinderella Story
1299822,A Man Apart
1299822,A Cinderella Story
1299822,Taxi
1299826,Sex and the City: Season 4
1299826,About a Boy
1299826,Whale Rider
1299887,Clerks
1299887,The Life Aquatic with Steve Zissou
1299887,Monty Python's The Meaning of Life: Special Edition
1299970,The Emperor's New Groove
1299970,The Scorpion King
1299970,Dangerous Minds
1300029,The Pacifier
1300029,Taxi
1300029,Blade: Trinity
1300036,Monty Python's The Meaning of Life: Special Edition
1300036,Eternal Sunshine of the Spotless Mind
1300036,Thirteen
1300124,Shanghai Noon
1300124,Rush Hour 2
1300124,Stargate
1300172,A Streetcar Named Desire
1300172,Singin' in the Rain
1300172,This Is Spinal Tap
1300467,25th Hour
1300467,"Lock, Stock and Two Smoking Barrels"
1300467,Reservoir Dogs
1300582,Friends: Season 2
1300582,Frida
1300582,Elizabeth
1300687,S.W.A.T.
1300687,Coach Carter
1300687,A Man Apart
1300759,Along Came Polly
1300759,Coach Carter
1300759,National Lampoon's Van Wilder
1300793,Better Off Dead
1300793,Igby Goes Down
1300793,Garden State
1300982,Casino: 10th Anniversary Edition
1300982,The Deer Hunter
1300982,The Professional
1301132,Kill Bill: Vol. 2
1301132,Casino: 10th Anniversary Edition
1301132,Bottle Rocket
1301243,Hostage
1301243,A Cinderella Story
1301243,Along Came Polly
1301764,Look Who's Talking Too
1301764,Sister Act 2: Back in the Habit
1301764,Flatliners
1301819,Fear and Loathing in Las Vegas
1301819,Boyz N the Hood
1301819,Dawn of the Dead
1301993,Frida
1301993,Bend It Like Beckham
1301993,Elizabeth
1302375,The Hand that Rocks the Cradle
1302375,Hostage
1302375,Liar Liar
1302376,Casino: 10th Anniversary Edition
1302376,Midnight Cowboy
1302376,Rosemary's Baby
1302590,Superman: The Movie
1302590,Lethal Weapon 3
1302590,Dawn of the Dead
1302609,Dangerous Minds
1302609,First Knight
1302609,Life as a House
1302846,Batman Begins
1302846,Die Hard 2: Die Harder
1302846,Bad Boys
1302968,Grumpy Old Men
1302968,National Lampoon's Van Wilder
1302968,An Officer and a Gentleman
1302981,Don't Say a Word
1302981,Dirty Rotten Scoundrels
1302981,The Recruit
1303244,Midnight Cowboy
1303244,Rosemary's Baby
1303244,The Sting
1303306,National Lampoon's Van Wilder
1303306,The Rundown
1303306,Blade: Trinity
1303962,The Motorcycle Diaries
1303962,Talk to Her
1303962,Bowling for Columbine
1304014,Batman Begins
1304014,Blade: Trinity
1304014,Stargate
1304264,The Professional
1304264,"The Godfather, Part II"
1304264,Bottle Rocket
1304749,Flatliners
1304749,The Hand that Rocks the Cradle
1304749,Don't Say a Word
1304853,The Italian Job
1304853,Rush Hour 2
1304853,Stargate
1305108,Garden State
1305108,Sideways
1305108,Wonder Boys
1305271,Being John Malkovich
1305271,Wonder Boys
1305271,Eternal Sunshine of the Spotless Mind
1305384,Being John Malkovich
1305384,Clerks
1305384,The Life Aquatic with Steve Zissou
1305625,The Emperor's New Groove
1305625,Aladdin: Platinum Edition
1305625,A Cinderella Story
1305838,Flatliners
1305838,The Hand that Rocks the Cradle
1305838,Casino: 10th Anniversary Edition
1305872,Casino: 10th Anniversary Edition
1305872,The Deer Hunter
1305872,The Professional
1305946,Eternal Sunshine of the Spotless Mind
1305946,Igby Goes Down
1305946,Kill Bill: Vol. 2
1306287,"The Godfather, Part II"
1306287,This Is Spinal Tap
1306287,Seven Samurai
1306304,The Lion King: Special Edition
1306304,Aladdin: Platinum Edition
1306304,Brother Bear (Theatrical Widescreen Version)
1306494,Hostage
1306494,The Hurricane
1306494,Ace Ventura: When Nature Calls
1306528,The Sting
1306528,The King and I
1306528,The Wizard of Oz: Collector's Edition
1306621,Blade: Trinity
1306621,Stargate
1306621,The Rundown
1306676,Bad Boys II
1306676,U.S. Marshals
1306676,Hollow Man
1306957,Clerks
1306957,"Lock, Stock and Two Smoking Barrels"
1306957,Seven Samurai
1307002,Taxi
1307002,The Missing
1307002,Brother Bear (Theatrical Widescreen Version)
1307137,Batman Begins
1307137,Robin Hood: Prince of Thieves
1307137,The Rundown
1307565,Look Who's Talking Too
1307565,The Pacifier
1307565,Uptown Girls
1307666,The Hand that Rocks the Cradle
1307666,Casino: 10th Anniversary Edition
1307666,Poltergeist
1307699,The Scorpion King
1307699,Shanghai Noon
1307699,Who Framed Roger Rabbit?: Special Edition
1307968,Blade: Trinity
1307968,Sleepy Hollow
1307968,Dawn of the Dead
1308242,Friends: Season 2
1308242,Frida
1308242,The King and I
1308722,Flatliners
1308722,The Hand that Rocks the Cradle
1308722,Casino: 10th Anniversary Edition
1308886,The Deer Hunter
1308886,Seven Samurai
1308886,Boyz N the Hood
1309043,Taxi
1309043,Hostage
1309043,The Pacifier
1309057,Coach Carter
1309057,50 First Dates
1309057,Taxi
1309088,Look Who's Talking Too
1309088,Dangerous Minds
1309088,Don't Say a Word
1309167,Network
1309167,About Schmidt
1309167,Talk to Her
1309246,Coach Carter
1309246,Beaches
1309246,Brother Bear (Theatrical Widescreen Version)
1309403,High Fidelity
1309403,Reservoir Dogs
1309403,25th Hour
1309505,Seven Samurai
1309505,Network
1309505,The Sting
1309672,The Maltese Falcon
1309672,A Streetcar Named Desire
1309672,Seven Samurai
1309683,Barbershop
1309683,Casino: 10th Anniversary Edition
1309683,Bad Boys
1309775,Beverly Hills Cop III
1309775,Lethal Weapon 3
1309775,Die Hard 2: Die Harder
1309827,Poltergeist
1309827,Cocoon
1309827,Jaws
1309838,A Cinderella Story
1309838,The Pacifier
1309838,Freaky Friday
1309839,The Lion King: Special Edition
1309839,Aladdin: Platinum Edition
1309839,Coach Carter
1309932,Look Who's Talking Too
1309932,Around the World in 80 Days
1309932,Look Who's Talking
1310071,Casino: 10th Anniversary Edition
1310071,Dirty Rotten Scoundrels
1310071,Training Day
1310177,The Italian Job
1310177,Robin Hood: Prince of Thieves
1310177,Stargate
1310250,Wayne's World
1310250,Bram Stoker's Dracula
1310250,The Addams Family
1310425,Pay It Forward
1310425,Uptown Girls
1310425,Look Who's Talking
1310510,Clerks
1310510,Kill Bill: Vol. 2
1310510,Fear and Loathing in Las Vegas
1310542,Aladdin: Platinum Edition
1310542,A Cinderella Story
1310542,The Rundown
1310736,Blade: Trinity
1310736,The Matrix: Revolutions
1310736,Stargate
1310748,Beaches
1310748,When Harry Met Sally
1310748,Footloose: Special Collector's Edition
1310756,Poltergeist
1310756,"The Godfather, Part II"
1310756,A Nightmare on Elm Street
1310819,Look Who's Talking Too
1310819,Around the World in 80 Days
1310819,The Rundown
1311001,Singin' in the Rain
1311001,The Deer Hunter
1311001,Seven Samurai
1311189,Batman Begins
1311189,Blade: Trinity
1311189,The Rundown
1311346,Harold and Kumar Go to White Castle
1311346,Wayne's World
1311346,From Hell
1311438,The Hand that Rocks the Cradle
1311438,U.S. Marshals
1311438,Beverly Hills Cop
1311480,Brother Bear (Theatrical Widescreen Version)
1311480,The Emperor's New Groove
1311480,Aladdin: Platinum Edition
1311703,Aladdin: Platinum Edition
1311703,The Scorpion King
1311703,The Rundown
1311777,Igby Goes Down
1311777,Dawn of the Dead
1311777,North by Northwest
1311888,Bottle Rocket
1311888,Y Tu Mama Tambien
1311888,Dawn of the Dead
1312016,Rudy
1312016,Secondhand Lions
1312016,Forever Young
1312066,Eternal Sunshine of the Spotless Mind
1312066,Chasing Amy
1312066,Igby Goes Down
1312412,Taking Lives
1312412,Coach Carter
1312412,Secondhand Lions
1312448,The Maltese Falcon
1312448,Singin' in the Rain
1312448,Network
1312501,A Cinderella Story
1312501,Look Who's Talking Too
1312501,Uptown Girls
1312530,Saw
1312530,Ghost Ship
1312530,Hostage
1312635,Frida
1312635,Love Actually
1312635,The American President
1312661,Batman Begins
1312661,The Matrix: Revolutions
1312661,Stargate
1312732,Daredevil
1312732,Blade: Trinity
1312732,The Matrix: Revolutions
1312904,Casino: 10th Anniversary Edition
1312904,Bram Stoker's Dracula
1312904,Die Hard 2: Die Harder
1313079,American Wedding
1313079,The Rundown
1313079,Blade: Trinity
1313126,Blade: Trinity
1313126,The Scorpion King
1313126,The Rundown
1313129,Seven Samurai
1313129,Y Tu Mama Tambien
1313129,28 Days Later
1313211,Coach Carter
1313211,Secondhand Lions
1313211,Along Came Polly
1313632,The Pacifier
1313632,A Cinderella Story
1313632,Around the World in 80 Days
1313694,Aliens: Collector's Edition
1313694,Superman: The Movie
1313694,A Nightmare on Elm Street
1313714,The Lion King: Special Edition
1313714,Look Who's Talking Too
1313714,50 First Dates
1314083,Brother Bear (Theatrical Widescreen Version)
1314083,The Lion King: Special Edition
1314083,Look Who's Talking Too
1314409,The Scorpion King
1314409,U.S. Marshals
1314409,Blade: Trinity
1314463,"The Godfather, Part II"
1314463,Network
1314463,Reservoir Dogs
1314491,Forever Young
1314491,The Mummy
1314491,The Recruit
1314842,Brother Bear (Theatrical Widescreen Version)
1314842,Aladdin: Platinum Edition
1314842,The Scorpion King
1314869,Beaches
1314869,Friends: Season 2
1314890,Sideways
1314890,Midnight Cowboy
1314890,Kill Bill: Vol. 2
1315201,Seven Samurai
1315201,Y Tu Mama Tambien
1315201,"Planes, Trains and Automobiles"
1315249,Beverly Hills Cop
1315249,The Sandlot
1315249,Lethal Weapon 3
1315285,Coach Carter
1315285,Taxi
1315285,Hostage
1315370,The Pacifier
1315370,Exit Wounds
1315370,Barbershop
1315379,The Life Aquatic with Steve Zissou
1315379,Heathers
1315379,Midnight Cowboy
1315389,Look Who's Talking Too
1315389,The Addams Family
1315389,Coach Carter
1315392,Batman Begins
1315392,Daredevil
1315392,The Matrix: Revolutions
1315396,Brother Bear (Theatrical Widescreen Version)
1315396,The Emperor's New Groove
1315396,Around the World in 80 Days
1315654,Aliens: Collector's Edition
1315654,Beverly Hills Cop
1315654,Network
1315670,Flatliners
1315670,The Hand that Rocks the Cradle
1315670,Dirty Rotten Scoundrels
1315696,History of the World: Part 1
1315696,The Rocky Horror Picture Show
1315696,A Mighty Wind
1315701,Seven Samurai
1315701,Talk to Her
1315701,"The Godfather, Part II"
1315754,The Professional
1315754,"The Godfather, Part II"
1315754,Flatliners
1315776,Batman Begins
1315776,Blade: Trinity
1315776,The Rundown
1315827,Don't Say a Word
1315827,Look Who's Talking Too
1315827,Dr. Dolittle 2
1315922,Flatliners
1315922,The Hand that Rocks the Cradle
1315922,Casino: 10th Anniversary Edition
1315963,Super Size Me
1315963,Swimming Pool
1315963,Garden State
1316174,Stargate
1316174,Rush Hour 2
1316174,Die Hard 2: Die Harder
1316230,What Women Want
1316230,Taxi
1316230,Hostage
1316252,Midnight Cowboy
1316252,Network
1316252,Reservoir Dogs
1316286,Eternal Sunshine of the Spotless Mind
1316286,Garden State
1316286,The Life Aquatic with Steve Zissou
1316574,Seven Samurai
1316574,Boyz N the Hood
1316574,Midnight Cowboy
1316604,Brother Bear (Theatrical Widescreen Version)
1316604,Look Who's Talking Too
1316604,Cocoon
1316605,Forever Young
1316605,First Knight
1316605,The Wedding Planner
1316671,Network
1316671,A Streetcar Named Desire
1316671,The Maltese Falcon
1316700,The Maltese Falcon
1316700,A Streetcar Named Desire
1316700,Singin' in the Rain
1316754,25th Hour
1316754,The English Patient
1316754,The Talented Mr. Ripley
1316762,Clerks
1316762,Casino: 10th Anniversary Edition
1316762,The Deer Hunter
1316775,The Hitchhiker's Guide to the Galaxy
1316775,Garden State
1316775,Identity
1316866,Dawn of the Dead
1316866,Bram Stoker's Dracula
1316866,Seven Samurai
1316922,The English Patient
1316922,High Fidelity
1316922,Wonder Boys
1316924,Taking Lives
1316924,Coach Carter
1316924,Secondhand Lions
1316977,Casino: 10th Anniversary Edition
1316977,Don't Say a Word
1316977,The Recruit
1317009,Taking Lives
1317009,Hostage
1317009,The Wedding Planner
1317026,Eternal Sunshine of the Spotless Mind
1317026,The Deer Hunter
1317026,The Professional
1317086,The Scorpion King
1317086,Stargate
1317086,Men in Black II
1317124,Flatliners
1317124,The Hand that Rocks the Cradle
1317124,Casino: 10th Anniversary Edition
1317259,Fear and Loathing in Las Vegas
1317259,Casino: 10th Anniversary Edition
1317259,The Professional
1317457,Flatliners
1317457,Casino: 10th Anniversary Edition
1317457,Bram Stoker's Dracula
1317566,Under Siege
1317566,Look Who's Talking Too
1317566,Look Who's Talking
1317580,Talk to Her
1317580,Boyz N the Hood
1317580,The Pianist
1317589,North by Northwest
1317589,Seven Samurai
1317589,This Is Spinal Tap
1317671,Taxi
1317671,Patch Adams
1317671,Brother Bear (Theatrical Widescreen Version)
1317871,Casino: 10th Anniversary Edition
1317871,The Hurricane
1317871,Ace Ventura: When Nature Calls
1318179,Sex and the City: Season 4
1318179,Garden State
1318179,The Rocky Horror Picture Show
1318272,Hollow Man
1318272,U.S. Marshals
1318272,Don't Say a Word
1318289,Brother Bear (Theatrical Widescreen Version)
1318289,A Cinderella Story
1318289,Dr. Dolittle 2
1318303,Fried Green Tomatoes
1318303,Sister Act 2: Back in the Habit
1318303,Dangerous Minds
1318530,"Lock, Stock and Two Smoking Barrels"
1318530,The Deer Hunter
1318530,"The Godfather, Part II"
1318721,The Deer Hunter
1318721,Network
1318721,A Streetcar Named Desire
1318946,25th Hour
1318946,Boyz N the Hood
1318946,History of the World: Part 1
1318951,Batman Begins
1318951,Stargate
1318951,The Bourne Supremacy
1318976,"Lock, Stock and Two Smoking Barrels"
1318976,"The Godfather, Part II"
1318976,This Is Spinal Tap
1319012,Brother Bear (Theatrical Widescreen Version)
1319012,Look Who's Talking Too
1319012,A Cinderella Story
1319449,Brother Bear (Theatrical Widescreen Version)
1319449,Look Who's Talking Too
1319449,50 First Dates
1319658,The Scorpion King
1319658,The Addams Family
1319658,Aladdin: Platinum Edition
1319661,Brother Bear (Theatrical Widescreen Version)
1319661,The Emperor's New Groove
1319661,The Lion King: Special Edition
1319737,Coach Carter
1319737,Ray
1319737,Hostage
1319997,The Hand that Rocks the Cradle
1319997,Casino: 10th Anniversary Edition
1319997,Identity
1320082,Look Who's Talking Too
1320082,Dr. Dolittle 2
1320082,Bad Boys II
1320147,Brother Bear (Theatrical Widescreen Version)
1320147,The Emperor's New Groove
1320147,The Lion King: Special Edition
1320175,Boyz N the Hood
1320175,Bram Stoker's Dracula
1320175,Fear and Loathing in Las Vegas
1320374,Sleepy Hollow
1320374,Superman: The Movie
1320374,Dawn of the Dead
1320402,Friends: Season 2
1320402,Sixteen Candles
1320402,Elizabeth
1320587,Exit Wounds
1320587,End of Days
1320587,First Knight
1320774,Taking Lives
1320774,Coach Carter
1320774,Secondhand Lions
1320864,Secondhand Lions
1320864,Ray
1320864,The Missing
1320926,Coach Carter
1320926,Taxi
1320926,Pay It Forward
1320959,This Is Spinal Tap
1320959,Bottle Rocket
1320959,Seven Samurai
1321126,Superman: The Movie
1321126,A Nightmare on Elm Street
1321126,Dirty Rotten Scoundrels
1321145,Bram Stoker's Dracula
1321145,Hostage
1321145,The Hurricane
1321396,Collateral Damage
1321396,Exit Wounds
1321396,Dr. Dolittle 2
1321416,Taking Lives
1321416,Taxi
1321416,Freaky Friday
1321465,The Hand that Rocks the Cradle
1321465,Casino: 10th Anniversary Edition
1321465,Bram Stoker's Dracula
1321481,Pay It Forward
1321481,Ray
1321481,Beaches
1321596,Friends: Season 2
1321596,When Harry Met Sally
1321596,Sixteen Candles
1321630,The Lion King: Special Edition
1321630,Poltergeist
1321630,Friends: Season 2
1321779,The Lion King: Special Edition
1321779,Freaky Friday
1321779,Around the World in 80 Days
1322178,A Cinderella Story
1322178,Friday Night Lights
1322178,Exit Wounds
1322233,Bend It Like Beckham
1322233,The Full Monty
1322233,Whale Rider
1322292,Dangerous Minds
1322292,Robin Hood: Prince of Thieves
1322292,Footloose: Special Collector's Edition
1322467,About a Boy
1322467,Love Actually
1322467,Bend It Like Beckham
1322507,What Women Want
1322507,Taking Lives
1322507,Taxi
1322556,Blade: Trinity
1322556,U.S. Marshals
1322556,Taxi
1322587,50 First Dates
1322587,A Cinderella Story
1322587,The Pacifier
1322839,Rosemary's Baby
1322839,Talk to Her
1322839,Y Tu Mama Tambien
1322903,U.S. Marshals
1322903,Bad Boys
1322903,Look Who's Talking
1322957,Flatliners
1322957,Bram Stoker's Dracula
1322957,U.S. Marshals
1323055,"Lock, Stock and Two Smoking Barrels"
1323055,The Deer Hunter
1323055,This Is Spinal Tap
1323156,Sex and the City: Season 4
1323156,Four Weddings and a Funeral
1323156,About a Boy
1323233,The Emperor's New Groove
1323233,Aladdin: Platinum Edition
1323233,A Cinderella Story
1323236,Dawn of the Dead
1323236,The Rundown
1323236,Blade: Trinity
1323425,A Nightmare on Elm Street
1323425,Casino: 10th Anniversary Edition
1323425,The Deer Hunter
1323467,Alien: Collector's Edition
1323467,Poltergeist
1323467,Aliens: Collector's Edition
1323507,Boyz N the Hood
1323507,Y Tu Mama Tambien
1323507,Midnight Cowboy
1323717,Eternal Sunshine of the Spotless Mind
1323717,The Professional
1323717,"The Godfather, Part II"
1323763,The Life Aquatic with Steve Zissou
1323763,"Lock, Stock and Two Smoking Barrels"
1323763,Spirited Away
1323821,A Man Apart
1323821,A Cinderella Story
1323821,Along Came Polly
1323848,Rudy
1323848,The Hand that Rocks the Cradle
1323848,Aladdin: Platinum Edition
1323861,The Passion of the Christ
1323861,Die Hard 2: Die Harder
1323861,Bram Stoker's Dracula
1323979,Midnight Cowboy
1323979,A Streetcar Named Desire
1323979,Network
1323985,The Hand that Rocks the Cradle
1323985,Casino: 10th Anniversary Edition
1323985,Don't Say a Word
1324057,Clerks
1324057,Fear and Loathing in Las Vegas
1324057,Seven Samurai
1324068,Aladdin: Platinum Edition
1324068,A Cinderella Story
1324068,The Pacifier
1324460,A Streetcar Named Desire
1324460,Singin' in the Rain
1324460,Network
1324815,Blade: Trinity
1324815,Planet of the Apes
1324815,U.S. Marshals
1324830,Coach Carter
1324830,Little Nicky
1324830,History of the World: Part 1
1324834,Around the World in 80 Days
1324834,The Scorpion King
1324834,The Rundown
1324871,Look Who's Talking Too
1324871,Dr. Dolittle 2
1324871,Rush Hour 2
1324891,"Lock, Stock and Two Smoking Barrels"
1324891,Casino: 10th Anniversary Edition
1324891,The Deer Hunter
1324910,Daredevil
1324910,The Matrix: Revolutions
1324910,The Rundown
1325031,Casino: 10th Anniversary Edition
1325031,Dirty Rotten Scoundrels
1325031,Identity
1325145,Wonder Boys
1325145,Igby Goes Down
1325145,This Is Spinal Tap
1325452,The Pacifier
1325452,Taxi
1325452,The King and I
1325506,Spirited Away
1325506,A Streetcar Named Desire
1325506,Whale Rider
1325578,The Maltese Falcon
1325578,A Streetcar Named Desire
1325578,Singin' in the Rain
1325876,Clerks
1325876,The Deer Hunter
1325876,Chasing Amy
1325977,Casino: 10th Anniversary Edition
1325977,Eternal Sunshine of the Spotless Mind
1325977,Bottle Rocket
1326146,A Cinderella Story
1326146,Uptown Girls
1326146,Around the World in 80 Days
1326154,Wonder Boys
1326154,Chasing Amy
1326154,Clerks
1326195,The Full Monty
1326195,Friends: Season 2
1326195,The King and I
1326341,The Maltese Falcon
1326341,A Streetcar Named Desire
1326341,Seven Samurai
1326360,Batman Begins
1326360,Blade: Trinity
1326360,The Rundown
1326640,The Hand that Rocks the Cradle
1326640,Dirty Rotten Scoundrels
1326640,Man on Fire
1326886,The Matrix: Revolutions
1326886,Stargate
1326886,Robin Hood: Prince of Thieves
1326993,Dirty Rotten Scoundrels
1326993,The Family Man
1326993,Liar Liar
1326994,A Streetcar Named Desire
1326994,Network
1326994,Rosemary's Baby
1327340,Taking Lives
1327340,Coach Carter
1327340,Secondhand Lions
1327341,The Deer Hunter
1327341,This Is Spinal Tap
1327341,Seven Samurai
1327480,The Hand that Rocks the Cradle
1327480,Hostage
1327480,Along Came Polly
1327727,Porky's
1327727,The King and I
1327727,History of the World: Part 1
1327781,Network
1327781,A Streetcar Named Desire
1327781,Reservoir Dogs
1327787,Talk to Her
1327787,About Schmidt
1327787,The Hitchhiker's Guide to the Galaxy
1327792,Whale Rider
1327792,Frida
1327792,Rabbit-Proof Fence
1327822,Garden State
1327822,Sideways
1327822,Reservoir Dogs
1327840,Spirited Away
1327840,A Streetcar Named Desire
1327840,Talk to Her
1327885,A Cinderella Story
1327885,Ever After: A Cinderella Story
1327885,Blade: Trinity
1327896,Blade: Trinity
1327896,Men in Black II
1327896,End of Days
1327900,Y Tu Mama Tambien
1327900,Dawn of the Dead
1327900,Thirteen
1328011,Bottle Rocket
1328011,Seven Samurai
1328011,The Life Aquatic with Steve Zissou
1328243,Midnight Cowboy
1328243,A Streetcar Named Desire
1328243,Rosemary's Baby
1328524,Wonder Boys
1328524,Midnight Cowboy
1328524,Swimming Pool
1328585,U.S. Marshals
1328585,S.W.A.T.
1328585,America's Sweethearts
1328723,Forever Young
1328723,Look Who's Talking
1328723,Dangerous Minds
1328847,Taking Lives
1328847,Brother Bear (Theatrical Widescreen Version)
1328847,S.W.A.T.
1328954,The American President
1328954,An Officer and a Gentleman
1328954,A Cinderella Story
1328996,Taxi
1328996,The Missing
1328996,The American President
1329110,Clerks
1329110,Kill Bill: Vol. 2
1329110,"Lock, Stock and Two Smoking Barrels"
1329217,Around the World in 80 Days
